identifier,file,description,title,creator,date,adaptive_ocr,better_pdf,mediatype,pinpoint,internet_archive
DFO_A-2018-00656,data/atip-files/DFO ATIPS/DFO_A-2018-00656.pdf,"Documents generated since July 25, 2018 relating to financing and budgeting for the British Columbia salmon stock assessments

Documents produits depuis le 25 juillet 2018 concernant le financement et l’établissement du budget des évaluations des stocks de saumon en Colombie-Britannique",A-2018-00656,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-11,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00657,data/atip-files/DFO ATIPS/DFO_A-2018-00657.pdf,"Documents related to a July 25, 2018 email to Carmel Lowe and John Holmes on area concerns regarding salmon stock assessment under resourcing

Documents concernant un courriel transmis le 25 juillet 2018 à Carmel Lowe et à John Holmes au sujet des éléments préoccupants concernant l’évaluation des stocks de saumon dans le cadre du ressourcement.",A-2018-00657,Fisheries and Oceans Canada | Pêches et Océans Canada,2018-12,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00673,data/atip-files/DFO ATIPS/DFO_A-2018-00673.pdf,"Environmental site assessment for the Malpeque Harbour Approach Range Site on Fish Island, Prince Edward Island

Évaluation environnementale du site du radiophare d’alignement du port de Malpeque de l’île Fish, Île-du-Prince-Édouard",A-2018-00673,Fisheries and Oceans Canada | Pêches et Océans Canada,2018-12,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00675,data/atip-files/DFO ATIPS/DFO_A-2018-00675.pdf,"Documents from July to September 2018 pertaining to the rescue effort and the treatment of killer whale J50

Documents datant de juillet à septembre 2018 sur les efforts de secours et le traitement visant l'épaulard J50",A-2018-00675,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00701,data/atip-files/DFO ATIPS/DFO_A-2018-00701.pdf,"Research and monitoring results in the St. Anne’s Bank Marine Protected area from May 2016 to October 2018

Résultats de la recherche et de la surveillance dans la zone de protection marine du banc de Sainte-Anne de mai 2016 à octobre 2018",A-2018-00701,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00704,data/atip-files/DFO ATIPS/DFO_A-2018-00704.pdf,"Briefing notes / reports / presentations for the Minister from January to October 2018 on icebreakers

Notes d'information, rapports et présentations datant de janvier à octobre 2018 destinés au ministre sur les brise-glaces",A-2018-00704,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00709-1,data/atip-files/DFO ATIPS/DFO_A-2018-00709-1.pdf,"Documents pertaining to the Placentia Bay Aquaculture project

Documents relatifs au projet d’aquaculture mené dans la baie Placentia",A-2018-00709-1,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-07,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00709-2,data/atip-files/DFO ATIPS/DFO_A-2018-00709-2.pdf,"Documents pertaining to the Placentia Bay Aquaculture project

Documents relatifs au projet d’aquaculture mené dans la baie Placentia",A-2018-00709-2,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-07,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00719,data/atip-files/DFO ATIPS/DFO_A-2018-00719.pdf,"Fishing agreements and communal fishing licenses under the aboriginal fisheries strategy from 2016 to 2018 for aboriginal governments located in the north coast region of British Columbia

Accords de pêche et permis de pêche communautaires dans le cadre de la Stratégie relative aux pêches autochtones de 2016 à 2018 pour les gouvernements autochtones situés dans la région de la côte nord de la Colombie-Britannique",A-2018-00719,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-08,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00720,data/atip-files/DFO ATIPS/DFO_A-2018-00720.pdf,"Communications from December 2017 to October 2018 regarding sea lice and sea louse drug resistance

Communications datant de décembre 2017 à octobre 2018 sur la résistance des espèces de poux du poisson aux médicaments",A-2018-00720,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00742,data/atip-files/DFO ATIPS/DFO_A-2018-00742.pdf,"Deputy Minister Draft: Performance Audit on the Protection of Marine Mammals

Ébauche de la sous-ministre : Audit du rendement de la protection des mammifères marins",A-2018-00742,Fisheries and Oceans Canada | Pêches et Océans Canada,2018-12,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00745,data/atip-files/DFO ATIPS/DFO_A-2018-00745.pdf,"Memo for the Deputy Minister: Safe Food for Canadians Regulations

Note de service à l’intention du sous-ministre : Règlement sur la salubrité des aliments au Canada",A-2018-00745,Fisheries and Oceans Canada | Pêches et Océans Canada,2018-12,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00746,data/atip-files/DFO ATIPS/DFO_A-2018-00746.pdf,"Memo for the Minister: Deputy Minister Draft - Performance Audit on the Protection of Marine Mammals

Note de service à l’intention du ministre : Ébauche de la sous-ministre – Audit du rendement de la protection des mammifères marins",A-2018-00746,Fisheries and Oceans Canada | Pêches et Océans Canada,2018-12,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00750,data/atip-files/DFO ATIPS/DFO_A-2018-00750.pdf,"Warning and/or enforcement letters issued in 2018 in the Pacific region

Lettres d’avertissement ou d’application de la loi émises en 2018 dans la région du Pacifique",A-2018-00750,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-01,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00761,data/atip-files/DFO ATIPS/DFO_A-2018-00761.pdf,"Documents related to an incident that occurred on August 10, 2018 on barge M8002 near Surrey, British Columbia

Documents relatifs à un incident survenu le 10 août 2018 sur le chaland M8002 près de Surrey (Colombie-Britannique)",A-2018-00761,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00799,data/atip-files/DFO ATIPS/DFO_A-2018-00799.pdf,"Documents from January 2017 to November 2018 on Sea lice drug resistance, Emamectin Benzoate (SLICE) and bio-assay

Documents de janvier 2017 à novembre 2018 sur la résistance du pou du poisson aux médicaments, au benzoate d’émamectine (SLICE) ainsi que le bio-essai",A-2018-00799,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00809,data/atip-files/DFO ATIPS/DFO_A-2018-00809.wav,"Audio recording from October 1, 2018, from the African Harrier vessel

Enregistrement audio du 1 octobre 2018 du navire African Harrier",A-2018-00809,Fisheries and Oceans Canada | Pêches et Océans Canada,2018-12,TRUE,TRUE,audio,NA,TRUE
DFO_A-2018-00824,data/atip-files/DFO ATIPS/DFO_A-2018-00824.pdf,"Documents from November 2018 pertaining to the potential change in opening day for the southern New Brunswick lobster fishery in lobster fishing areas 36 and 38

Documents produits en novembre 2018 concernant le changement possible de la journée d’ouverture de la pêche au homard dans les ZPH 36 et 38 dans le sud du Nouveau-Brunswick",A-2018-00824,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-01,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00827-1,data/atip-files/DFO ATIPS/DFO_A-2018-00827-1.wav,"Recording of telephone conversation from October 18, 2018, between the Agence Maritime de Sorel and the Marine Communication and Traffic Services of Quebec

Enregistrement de la conversation téléphonique du 18 octobre 2018 entre l'agence Maritime de Sorel et les Services de Communication et de Trafic Maritimes de Québec",A-2018-00827-1,Fisheries and Oceans Canada | Pêches et Océans Canada,2018-12,TRUE,TRUE,audio,NA,TRUE
DFO_A-2018-00827-2,data/atip-files/DFO ATIPS/DFO_A-2018-00827-2.wav,"Recording of telephone conversation from October 18, 2018, between the Agence Maritime de Sorel and the Marine Communication and Traffic Services of Quebec

Enregistrement de la conversation téléphonique du 18 octobre 2018 entre l'agence Maritime de Sorel et les Services de Communication et de Trafic Maritimes de Québec",A-2018-00827-2,Fisheries and Oceans Canada | Pêches et Océans Canada,2018-12,TRUE,TRUE,audio,NA,TRUE
DFO_A-2018-00830,data/atip-files/DFO ATIPS/DFO_A-2018-00830.pdf,"Documents pertaining to the proposed Effluent Treatment Facility for the pulp and paper mill in Pictou, Nova Scotia

Documents sur l'installation de traitement des effluents proposée pour l'usine de pâtes et papiers de Pictou, en Nouvelle-Écosse",A-2018-00830,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00832-1,data/atip-files/DFO ATIPS/DFO_A-2018-00832-1.pdf,"Radiocommunications recording from October 25, 2018, from the Adfines Star, Oceanex Connaigra and San Adriano vessels

Enregistrement des communications radio du 25 octobre 2018 des navires Adfiness Star, Oceanex Connaigra et San Adriano",A-2018-00832-1,Fisheries and Oceans Canada | Pêches et Océans Canada,2018-12,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00832-2,data/atip-files/DFO ATIPS/DFO_A-2018-00832-2.mp3,"Radiocommunications recording from October 25, 2018, from the Adfines Star, Oceanex Connaigra and San Adriano vessels

Enregistrement des communications radio du 25 octobre 2018 des navires Adfiness Star, Oceanex Connaigra et San Adriano",A-2018-00832-2,Fisheries and Oceans Canada | Pêches et Océans Canada,2018-12,TRUE,TRUE,audio,NA,TRUE
DFO_A-2018-00832-3,data/atip-files/DFO ATIPS/DFO_A-2018-00832-3.mp3,"Radiocommunications recording from October 25, 2018, from the Adfines Star, Oceanex Connaigra and San Adriano vessels

Enregistrement des communications radio du 25 octobre 2018 des navires Adfiness Star, Oceanex Connaigra et San Adriano",A-2018-00832-3,Fisheries and Oceans Canada | Pêches et Océans Canada,2018-12,TRUE,TRUE,audio,NA,TRUE
DFO_A-2018-00842,data/atip-files/DFO ATIPS/DFO_A-2018-00842.pdf,"Memo for the Deputy Minister: DFO / Coast Guard Classification Renewal Strategy

Note de service à l’intention du sous-ministre : Stratégie de renouvellement de la classification à Pêches et Océans Canada et à la Garde côtière",A-2018-00842,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-01,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00856,data/atip-files/DFO ATIPS/DFO_A-2018-00856.pdf,"DFO comments on the Canada-Newfoundland and Labrador Offshore Petroleum Board Labrador Shelf (2008) and Southern Newfoundland (2010) Strategic Environmental Assessments

Commentaires du MPO sur les évaluations environnementales stratégiques de l’Office Canada-Terre-Neuve-et-Labrador des hydrocarbures extracôtiers (OCTNLHE) du plateau du Labrador (2008) et du sud de Terre-Neuve (2010)",A-2018-00856,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00858,data/atip-files/DFO ATIPS/DFO_A-2018-00858.pdf,"Report on the deficiencies in Canada's current marine oil spill response system for non ship-source oil

Rapport sur les lacunes dans le système actuel d'intervention en cas de déversement d'hydrocarbures en milieu marin du Canada pour les hydrocarbures ne provenant pas de navires",A-2018-00858,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00875,data/atip-files/DFO ATIPS/DFO_A-2018-00875.pdf,"Documents for October and November 2018 regarding the decision to award and to cancel the Arctic surf clam license

Documents pour octobre et novembre 2018 concernant la décision d’octroyer et d’annuler le permis de pêche de la mactre de Stimpson",A-2018-00875,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00878,data/atip-files/DFO ATIPS/DFO_A-2018-00878.pdf,"Correspondence from July 15 to August 30, 2018 pertaining to J-Pod southern resident killer whales (only correspondence from: Davis, Cottrell and Brekke)

Correspondance du 15 juillet au 30 août 2018 concernant les épaulards résidents du sud du groupe-J (seulement la correspondance provenant de Davis, de Cottrell et de Brekke)",A-2018-00878,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-11,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00883,data/atip-files/DFO ATIPS/DFO_A-2018-00883.pdf,"Documents for October and November 2018 regarding the maintenance of the CCGS Corporal McLaren at Sambro Head, Nova Scotia

Documents datant d'octobre à novembre 2018 sur l'entretien du NGCC Caporal McLaren amarré à Sambro Head, en Nouvelle-Écosse",A-2018-00883,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00903,data/atip-files/DFO ATIPS/DFO_A-2018-00903.pdf,"Proposals, contracts and invoices from January to December 2018 for quality control construction materials testing and inspection for the NL Region

Propositions, contrats et factures datant de janvier à décembre 2018 qui concernent les essais et les inspections liés au contrôle de la qualité de matériaux de construction dans la région de T.-N.-L.",A-2018-00903,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00904,data/atip-files/DFO ATIPS/DFO_A-2018-00904.pdf,"Documents pertaining to the oil spill on November 16, 2018 at Husky Energy's SeaRose project

Documents relatifs au déversement d’hydrocarbures survenu le 16 novembre 2018 dans le cadre du projet SeaRose de Husky Energy",A-2018-00904,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-07,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00916,data/atip-files/DFO ATIPS/DFO_A-2018-00916.pdf,"Competencies Profile for Harassment Investigators used by DFO since 2015

Profil des compétences des enquêteurs en matière de harcèlement utilisé par Pêches et Océans Canada depuis 2015",A-2018-00916,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-01,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00930,data/atip-files/DFO ATIPS/DFO_A-2018-00930.pdf,"List of briefing notes for the Minister and the Deputy Minister for November 2018

Liste de notes d’information destinées au ministre et à la sous-ministre, en novembre 2018",A-2018-00930,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-01,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00953,data/atip-files/DFO ATIPS/DFO_A-2018-00953.pdf,"Documents pertaining to the rupture of a fibre optic cable between Gaspé and the Magdalene Islands on November 29, 2018

Documents concernant la rupture d’un câble de fibre optique entre Gaspé et les Îles-de-la-Madeleine le 29 novembre 2018",A-2018-00953,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-01,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00957,data/atip-files/DFO ATIPS/DFO_A-2018-00957.pdf,"List of approved license transfers in the Gulf region involving Atlantic Bluefin tuna from 2008 to 2009 and from 2013 to 2018

Liste des transferts de permis approuvés dans la région du Golfe pour le thon rouge de l’Atlantique, de 2008 à 2009 et de 2013 à 2018",A-2018-00957,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-01,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00966,data/atip-files/DFO ATIPS/DFO_A-2018-00966.pdf,"Documents from October 2015 to December 2018 regarding gender neutral terminology in the fishing industry

Documents d’octobre 2015 à décembre 2018 concernant la terminologie non genrée dans l’industrie de la pêche",A-2018-00966,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00972,data/atip-files/DFO ATIPS/DFO_A-2018-00972.pdf,"Documents pertaining to the expansion plans on Wally Creek in Nanaimo, British Columbia

Documents relatifs aux plans d’agrandissement du ruisseau Wally à Nanaimo (Colombie-Britannique)",A-2018-00972,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00979,data/atip-files/DFO ATIPS/DFO_A-2018-00979.pdf,"Documents pertaining to the investigation of a material privacy breach in 2018

Documents concernant une enquête sur une atteinte substantielle à la vie privée qui a eu lieu en 2018",A-2018-00979,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00996,data/atip-files/DFO ATIPS/DFO_A-2018-00996.pdf,"List of briefing notes for the Minister and the Deputy Minister for December 2018

Liste de notes d’information destinées au ministre et à la sous-ministre, en décembre 2018",A-2018-00996,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-01,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-00999,data/atip-files/DFO ATIPS/DFO_A-2018-00999.pdf,"Current standing offers or bids for navigational aids contracts for buoy services in Prince Edward Island

Offres à commandes ou soumissions en cours pour des contrats d’aides à la navigation pour des services de bouées à l’Île-du-Prince-Édouard",A-2018-00999,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01001,data/atip-files/DFO ATIPS/DFO_A-2018-01001.pdf,"Documents from January to December 2018 pertaining to fishing and science permits applied for by OCEARCH

Documents rédigés entre janvier et décembre 2018 concernant les permis de pêche et les permis scientifiques demandés par OCEARCH",A-2018-01001,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-07,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01002,data/atip-files/DFO ATIPS/DFO_A-2018-01002.pdf,"Documents from January 2015 to January 2019 pertaining to investigations prepared or initiated by the Conservation and Protection Branch in the Gulf Region

Documents datant de janvier 2015 à janvier 2019 sur les enquêtes préparées ou ouvertes par la Direction de la conservation et de la protection dans la région du Golfe",A-2018-01002,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01003,data/atip-files/DFO ATIPS/DFO_A-2018-01003.pdf,"DFO comments following C-NLOPB's reports/positions raised by the Strategic Environmental Assessments in Eastern and Western Newfoundland in 2014

Commentaires du MPO à la suite des rapports de l’OCTNLHE et des positions soulevées par les évaluations environnementales stratégiques dans l’est et l’ouest de Terre-Neuve en 2014",A-2018-01003,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01017,data/atip-files/DFO ATIPS/DFO_A-2018-01017.pdf,"Documents from 2012 to 2015 related to the closure of the Regional Science Library in the NL Region

Documents datant de 2012 à 2015 sur la fermeture de la bibliothèque scientifique régionale de T.-N.-L.",A-2018-01017,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01046,data/atip-files/DFO ATIPS/DFO_A-2018-01046.pdf,"Documents from 2005 to 2013 pertaining to the development of a computer database system for fish-related data collected by the Science Branch in the NL Region

Documents datant de 2005 à 2013 sur la mise au point d'un système de bases de données pour les données relatives à des poissons recueillies par la Direction des sciences de la région de T.-N.-L.",A-2018-01046,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01048,data/atip-files/DFO ATIPS/DFO_A-2018-01048.pdf,"Memo for the Minister: Principal's (PX) Draft - Performance Audit of Regulating Mining Effluents under the Fisheries Act

Note d'information à l'intention du ministre : ébauche préparée par le directeur principal (PX) – audit sur le rendement associé à la réglementation des effluents miniers en vertu de la Loi sur les pêches",A-2018-01048,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01049,data/atip-files/DFO ATIPS/DFO_A-2018-01049.pdf,"Memo for the Minister: Principal's (PX) Draft – Performance Audit of Aquatic Invasive Species

Note d'information à l'intention du ministre : ébauche préparée par le directeur principal (PX) – audit sur le rendement associé aux espèces aquatiques envahissantes",A-2018-01049,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01050,data/atip-files/DFO ATIPS/DFO_A-2018-01050.pdf,"Memo for the Minister: Sentinel Cod Fisheries

Note de service à l’intention du ministre : Pêches sentinelles de la morue",A-2018-01050,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01051,data/atip-files/DFO ATIPS/DFO_A-2018-01051.pdf,"Memo for the Minister: Meeting with Davie Shipbuilding in November 2018

Note d'information à l'intention du ministre : réunion avec l'entreprise Dave Shipbuilding en novembre 2018",A-2018-01051,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01052,data/atip-files/DFO ATIPS/DFO_A-2018-01052.pdf,"Memo for the Deputy Minister: Departmental Monitoring of Purchases and Asset Disposal

Note de service à l’intention de la sous-ministre : Surveillance ministérielle des achats et de l’aliénation des biens",A-2018-01052,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01056,data/atip-files/DFO ATIPS/DFO_A-2018-01056.pdf,"Memo for the Deputy Minister: Interdepartmental Meeting on Plastics

Note d'information à l'intention de la sous-ministre : réunion interministérielle sur les matières plastiques",A-2018-01056,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01059,data/atip-files/DFO ATIPS/DFO_A-2018-01059.pdf,"Licences and infractions for the hydroelectric power facilities on the St. Maurice River

Permis et infractions pour les centrales hydroélectriques sur la rivière Saint-Maurice",A-2018-01059,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01064,data/atip-files/DFO ATIPS/DFO_A-2018-01064.pdf,"List of cod fish harvesters for all fishing areas as of 2019

Liste des pêcheurs de morue pour toutes les zones de pêche à partir de 2019",A-2018-01064,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01077,data/atip-files/DFO ATIPS/DFO_A-2018-01077.pdf,"Contribution agreement with the Eastern Shore Fishermen's Protective Association in Nova Scotia

Accord de contribution avec l’Eastern Shore Fishermen’s Protective Association en Nouvelle-Écosse",A-2018-01077,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01081,data/atip-files/DFO ATIPS/DFO_A-2018-01081.pdf,"List of grants awarded to the Corporation of Port of Havre-Saint Pierre or the Corporation de développement et de gestion du port de Havre-Saint-Pierre

Liste des subventions octroyées à la Corporation du Port de Havre-Saint-Pierre ou la Corporation de développement et de gestion du port de Havre-Saint-Pierre",A-2018-01081,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01083-1,data/atip-files/DFO ATIPS/DFO_A-2018-01083-1.pdf,"Documents pertaining to the collision of two drifting commercial barges causing damage to the M.Y. Kogo yacht in the Vancouver Port in December 2018

Documents relatifs à l’abordage de deux chalands commerciaux à la dérive qui a causé des dommages à l’autoyacht Kogo au port de Vancouver en décembre 2018",A-2018-01083-1,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01083-2,data/atip-files/DFO ATIPS/DFO_A-2018-01083-2.mp3,"Documents pertaining to the collision of two drifting commercial barges causing damage to the M.Y. Kogo yacht in the Vancouver Port in December 2018

Documents relatifs à l’abordage de deux chalands commerciaux à la dérive qui a causé des dommages à l’autoyacht Kogo au port de Vancouver en décembre 2018",A-2018-01083-2,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,audio,NA,TRUE
DFO_A-2018-01083-3,data/atip-files/DFO ATIPS/DFO_A-2018-01083-3.avi,"Documents pertaining to the collision of two drifting commercial barges causing damage to the M.Y. Kogo yacht in the Vancouver Port in December 2018

Documents relatifs à l’abordage de deux chalands commerciaux à la dérive qui a causé des dommages à l’autoyacht Kogo au port de Vancouver en décembre 2018",A-2018-01083-3,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,movies,NA,TRUE
DFO_A-2018-01083-4,data/atip-files/DFO ATIPS/DFO_A-2018-01083-4.avi,"Documents pertaining to the collision of two drifting commercial barges causing damage to the M.Y. Kogo yacht in the Vancouver Port in December 2018

Documents relatifs à l’abordage de deux chalands commerciaux à la dérive qui a causé des dommages à l’autoyacht Kogo au port de Vancouver en décembre 2018",A-2018-01083-4,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,movies,NA,TRUE
DFO_A-2018-01089,data/atip-files/DFO ATIPS/DFO_A-2018-01089.pdf,"List of federal contaminated sites in B.C. which fall into close proximity of a First Nations reserve and documents relating to reviews done through the Fisheries Protection Program relating to Trans Mountain Pipeline

Liste des sites contaminés fédéraux situés en Colombie-Britannique qui se trouvent à proximité d’une réserve d’une Première Nation et documents relatifs aux examens effectués dans le cadre du Programme de protection des pêches concernant le pipeline Trans Mountain",A-2018-01089,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-09,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01095,data/atip-files/DFO ATIPS/DFO_A-2018-01095.pdf,"List of tickets issued in the Pacific Region in 2018 for commercial and recreational fisheries violations

Liste des contraventions émises pour des infractions liées aux pêches récréatives et commerciales dans la région du Pacifique en 2018",A-2018-01095,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01097,data/atip-files/DFO ATIPS/DFO_A-2018-01097.pdf,"Documents pertaining to a mortality event at Cermaq Canada's Rant Point Facility in July 2018

Documents sur un épisode de mortalité qui a eu lieu à l'installation Rant Point de Cermaq Canada en juillet 2018",A-2018-01097,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01117,data/atip-files/DFO ATIPS/DFO_A-2018-01117.pdf,"Documents from November 2018 to January 2019 between Laurie Hawkins, NL Region and the FFAW/UNIFOR regarding lobster fishing area 14B

Documents datant de novembre 2018 à janvier 2019 échangés entre Laurie Hawkins de la région de T.-N.-L. et FFAW-Unifor à propos de la zone de pêche au homard 14B",A-2018-01117,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01120,data/atip-files/DFO ATIPS/DFO_A-2018-01120.pdf,"Documents and recordings pertaining to an incident in December 2018 resulting from barges being adrift from the Navy Buoy in Coal Harbour, British Columbia

Documents et enregistrements sur un incident survenu en décembre 2018 qui a été causé par des barges à la dérive qui s'étaient détachées de leur bouée d'amarrage à Coal Harbour, en Colombie-Britannique",A-2018-01120,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01126,data/atip-files/DFO ATIPS/DFO_A-2018-01126.pdf,"List of all SCH divestitures since 2010

Liste de tous les dessaisissements de PPB depuis 2010",A-2018-01126,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01128,data/atip-files/DFO ATIPS/DFO_A-2018-01128.pdf,"Memo for the Deputy Minister: Trans Mountain Expansion Deputy Minister's Oversight Committee on December 14, 2018

Note de service à l'intention de la sous-ministre : réunion du 14 décembre 2018 tenue par le comité de surveillance des sous-ministres sur le projet d'agrandissement du réseau de Trans Mountain",A-2018-01128,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01129,data/atip-files/DFO ATIPS/DFO_A-2018-01129.pdf,"Memo for the Deputy Minister: Request for Approval of Event After the Fact

Note de service à l'intention de la sous-ministre : demande d'approbation d'un événement passé",A-2018-01129,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01130,data/atip-files/DFO ATIPS/DFO_A-2018-01130.pdf,"Memo for the Deputy Minister: National Shipbuilding Strategy Interdepartmental Deputy Minister meeting on December 20, 2018

Note de service à l’intention de la sous-ministre : Réunion interministérielle des sous-ministres sur la Stratégie nationale de construction navale le 20 décembre 2018",A-2018-01130,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
